"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GENE","GENENAME"
"ENSG00000249713.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000249713","CTD-2236F14.1"
"ENSG00000249721.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000249721","RP11-83M16.4"
"ENSG00000250053.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000250053","RARRES2P4"
"ENSG00000250295.6",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000250295","RDH10-AS1"
"ENSG00000250444.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000250444","CCT5P1"
"ENSG00000250456.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000250456","AC006552.1"
"ENSG00000250535.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000250535","STK19B"
"ENSG00000250608.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000250608","RP11-933H2.4"
"ENSG00000250697.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000250697","CTD-2066L21.3"
"ENSG00000250829.2",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000250829","RP11-11N5.1"
"ENSG00000250927.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000250927","MESTP3"
"ENSG00000250961.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000250961","CTD-2023N9.1"
"ENSG00000251229.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000251229","RP11-503N18.5"
"ENSG00000251288.2",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000251288","RP11-10L12.2"
"ENSG00000251405.2",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000251405","CTB-109A12.1"
"ENSG00000251596.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000251596","HADHAP1"
"ENSG00000253536.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000253536","RP11-1174L13.2"
"ENSG00000253754.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000253754","RP11-35G22.1"
"ENSG00000254001.5",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000254001","RP11-91P17.1"
"ENSG00000254112.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000254112","KB-1205A7.1"
"ENSG00000254231.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000254231","CTD-2284J15.1"
"ENSG00000254266.5",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000254266","PKIA-AS1"
"ENSG00000254285.3",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000254285","KRT8P3"
"ENSG00000254349.5",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000254349","MIR2052HG"
"ENSG00000254433.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000254433","RP11-677I18.3"
"ENSG00000254527.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000254527","ENPP7P12"
"ENSG00000254593.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000254593","OR7E126P"
"ENSG00000254670.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000254670","CTC-497E21.3"
"ENSG00000255040.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000255040","RP11-677N16.1"
"ENSG00000255158.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000255158","RP11-754B17.1"
"ENSG00000255545.7",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000255545","RP11-627G23.1"
"ENSG00000255585.3",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000255585","RP11-188C12.2"
"ENSG00000255967.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000255967","RP11-438L7.3"
"ENSG00000256196.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000256196","RP11-881M11.4"
"ENSG00000256282.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000256282","RP11-504G3.4"
"ENSG00000256321.5",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000256321","RP11-153K16.1"
"ENSG00000256799.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000256799","RP11-500M8.6"
"ENSG00000256896.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000256896","PSMC1P8"
"ENSG00000257264.5",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000257264","MIR3179-1"
"ENSG00000257534.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000257534","RP11-834C11.10"
"ENSG00000257568.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000257568","RP11-863H1.1"
"ENSG00000257647.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000257647","RP11-701H24.3"
"ENSG00000257842.5",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000257842","NOVA1-AS1"
"ENSG00000258053.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000258053","CTD-2021H9.3"
"ENSG00000258081.3",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000258081","RP11-384J4.2"
"ENSG00000258231.5",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000258231","RP11-362K2.2"
"ENSG00000258360.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000258360","NF1P12"
"ENSG00000258439.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000258439","RP11-173A8.2"
"ENSG00000258443.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000258443","RP3-414A15.11"
"ENSG00000258485.2",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000258485","SRMP2"
"ENSG00000258730.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000258730","ITPK1-AS1"
"ENSG00000258743.5",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000258743","RP11-406A9.2"
"ENSG00000258951.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000258951","KRT18P7"
"ENSG00000259070.5",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000259070","LINC00639"
"ENSG00000259118.5",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000259118","RP11-840I19.3"
"ENSG00000259212.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000259212","CTD-3065B20.2"
"ENSG00000259528.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000259528","RP11-272D12.2"
"ENSG00000259553.5",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000259553","MIR1302-10"
"ENSG00000259570.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000259570","RP11-671M22.4"
"ENSG00000259710.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000259710","NUTF2P6"
"ENSG00000260012.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000260012","RP11-329J18.4"
"ENSG00000260158.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000260158","RP11-67H24.2"
"ENSG00000260555.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000260555","RP11-728K20.2"
"ENSG00000260653.5",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000260653","RP11-114G11.5"
"ENSG00000261193.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000261193","RP11-863P13.5"
"ENSG00000261480.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000261480","RP11-578F21.6"
"ENSG00000261634.3",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000261634","RP11-352D13.6"
"ENSG00000261664.5",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000261664","TTC39A-AS1"
"ENSG00000261790.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000261790","AC005606.14"
"ENSG00000263033.2",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000263033","RP11-396B14.2"
"ENSG00000263466.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000263466","RP1-56K13.2"
"ENSG00000264044.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000264044","RP11-192H23.7"
"ENSG00000264270.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000264270","RP11-474I11.7"
"ENSG00000264520.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000264520","RP4-777O23.2"
"ENSG00000264734.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000264734","RP11-260A9.6"
"ENSG00000265717.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000265717","RP11-94B19.7"
"ENSG00000266369.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000266369","RP11-344E13.4"
"ENSG00000266736.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000266736","GTF2IP6"
"ENSG00000267016.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000267016","RP11-75C10.9"
"ENSG00000267491.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000267491","CTD-2373H9.5"
"ENSG00000267529.3",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000267529","RP11-53B2.1"
"ENSG00000267620.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000267620","RP11-795H16.2"
"ENSG00000267651.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000267651","RP11-95O2.1"
"ENSG00000267734.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000267734","RP4-604K5.3"
"ENSG00000267934.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000267934","CTB-176F20.3"
"ENSG00000268231.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000268231","CTD-2560K21.6"
"ENSG00000268970.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000268970","CTD-3099C6.11"
"ENSG00000269102.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000269102","CTD-2525I3.5"
"ENSG00000269680.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000269680","CTD-3128G10.6"
"ENSG00000269845.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000269845","RP11-420K14.6"
"ENSG00000269956.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000269956","MKNK1-AS1"
"ENSG00000270110.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000270110","RP5-1139B12.4"
"ENSG00000270112.3",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000270112","RP11-742D12.2"
"ENSG00000270130.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000270130","RP11-214K3.23"
"ENSG00000270168.2",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000270168","LA16c-380H5.3"
"ENSG00000270228.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000270228","RP11-453E17.3"
"ENSG00000270490.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000270490","RP11-622C24.1"
"ENSG00000270585.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000270585","RP11-568G11.4"
"ENSG00000270689.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000270689","BUD13P1"
"ENSG00000270903.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000270903","HNRNPA3P9"
"ENSG00000271420.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000271420","RP5-1057J7.7"
"ENSG00000271639.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000271639","RP11-289A15.1"
"ENSG00000272202.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000272202","RP11-157F20.3"
"ENSG00000272382.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000272382","CTD-2035E11.4"
"ENSG00000272622.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000272622","RP11-395N3.2"
"ENSG00000272824.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000272824","RP6-74O6.6"
"ENSG00000272963.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000272963","OR7A19P"
"ENSG00000273133.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000273133","RP11-799M12.2"
"ENSG00000273257.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000273257","RP11-177J6.1"
"ENSG00000273450.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000273450","RP11-76P2.4"
"ENSG00000273797.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000273797","RP11-1046B16.3"
"ENSG00000274317.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000274317","RP11-93G5.1"
"ENSG00000274340.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000274340","RP11-435J9.2"
"ENSG00000274554.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000274554","RP11-240G22.5"
"ENSG00000274756.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000274756","CTB-75G16.1"
"ENSG00000274849.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000274849","RP11-49I11.4"
"ENSG00000275582.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000275582","RP4-681N20.5"
"ENSG00000275874.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000275874","PICSAR"
"ENSG00000276241.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000276241","CTB-91J4.1"
"ENSG00000277619.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000277619","CTC-276P9.4"
"ENSG00000278733.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000278733","RP11-425D17.1"
"ENSG00000278766.2",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000278766","AC159540.2"
"ENSG00000278918.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000278918","CTD-2267D19.1"
"ENSG00000279029.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000279029","RP11-144I2.1"
"ENSG00000279288.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000279288","RP11-736E3.3"
"ENSG00000279322.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000279322","RP4-738P15.6"
"ENSG00000279390.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000279390","AF127577.13"
"ENSG00000279433.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000279433","RP11-4B16.1"
"ENSG00000279516.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000279516","FAM230C"
"ENSG00000279537.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000279537","RP11-133K1.8"
"ENSG00000279565.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000279565","RP4-570O12.3"
"ENSG00000279706.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000279706","RP11-561O23.9"
"ENSG00000279733.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000279733","RP11-685B24.1"
"ENSG00000279852.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000279852","RP11-91J19.2"
"ENSG00000279954.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000279954","WI2-85898F10.2"
"ENSG00000280002.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000280002","RP11-76C10.6"
"ENSG00000280053.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000280053","RP11-61K12.2"
"ENSG00000280295.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000280295","RP11-358B23.6"
"ENSG00000280387.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000280387","RP5-1153D9.5"
"ENSG00000280551.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000280551","RP11-358D17.2"
"ENSG00000280913.2",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000280913","CTSLP2"
"ENSG00000281103.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000281103","TRG-AS1"
"ENSG00000281327.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000281327","LINC01338"
"ENSG00000281333.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000281333","RP11-900F13.3"
"ENSG00000281593.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000281593","GS1-114I9.3"
"ENSG00000283097.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000283097","RP11-165N12.2"
"ENSG00000283526.1",0.113961532427667,2.9368091537605,3.6045742864313,0.814745076780782,0.415218245243472,NA,"ENSG00000283526","RP11-40A7.2"
"ENSG00000139517.7",333.735746414634,-0.429973391553238,0.527755216802248,-0.814721253081143,0.415231885077042,0.680079488932459,"ENSG00000139517","LNX2"
"ENSG00000162761.14",53.9455915076835,-0.984386677094782,1.20824989296445,-0.814721096047098,0.415231974984957,0.680079488932459,"ENSG00000162761","LMX1A"
"ENSG00000136141.14",504.592554046222,-0.270841170725761,0.332456765129945,-0.814665842699575,0.415263610324953,0.680079488932459,"ENSG00000136141","LRCH1"
"ENSG00000264230.7",9.34302700009107,-1.62031413795473,1.98895224204698,-0.814657136406225,0.415268595248734,0.680079488932459,"ENSG00000264230","ANXA8L1"
"ENSG00000205861.11",26.7099741337971,-1.16078289845113,1.42517286053396,-0.814485688435172,0.415366767656782,0.680106713222732,"ENSG00000205861","C1QTNF9B-AS1"
"ENSG00000177981.10",193.142937005813,0.407631618305849,0.500479894719357,0.814481505864343,0.415369162799864,0.680106713222732,"ENSG00000177981","ASB8"
"ENSG00000156475.18",18.0158581426708,-1.09539896960532,1.34500385664143,-0.814420690465983,0.415403989570809,0.680106713222732,"ENSG00000156475","PPP2R2B"
"ENSG00000171703.16",394.049051544484,-0.366618676643726,0.4501730401172,-0.814395008080178,0.415418697458898,0.680106713222732,"ENSG00000171703","TCEA2"
"ENSG00000261812.6",3.77335106557264,-1.36404938141407,1.67514062185451,-0.814289477323979,0.415479136449803,0.680138278323467,"ENSG00000261812","TUBB8P7"
"ENSG00000170142.11",647.265834828759,0.468919426372424,0.575911885799235,0.814220782614463,0.415518481694715,0.680138278323467,"ENSG00000170142","UBE2E1"
"ENSG00000099625.12",242.962037536846,-0.602209357356549,0.739696734012423,-0.814130074753628,0.415570438455785,0.680138278323467,"ENSG00000099625","CBARP"
"ENSG00000180720.7",12.4666820013017,-0.98577933742629,1.21091838397675,-0.81407578782388,0.415601535424624,0.680138278323467,"ENSG00000180720","CHRM4"
"ENSG00000134321.11",92.588940905433,-0.851871071220667,1.04643463092038,-0.814070029841629,0.415604833827607,0.680138278323467,"ENSG00000134321","RSAD2"
"ENSG00000185219.16",905.988662599529,0.24029569915951,0.295228000311653,0.813932617860927,0.415683553503951,0.680212485264073,"ENSG00000185219","ZNF445"
"ENSG00000013364.18",1013.23038829693,-0.8783957794676,1.07929087785831,-0.81386380399197,0.415722978451668,0.68022238470002,"ENSG00000013364","MVP"
"ENSG00000065833.8",257.797804527912,-0.892335116364313,1.09655860544111,-0.813759622090927,0.415782670708751,0.680265442057883,"ENSG00000065833","ME1"
"ENSG00000167904.14",332.883132805393,0.423747790958642,0.520858619097323,0.813556261568678,0.415899203114954,0.680401481673293,"ENSG00000167904","TMEM68"
"ENSG00000163481.7",314.823715631351,-0.306356205060752,0.376628826558334,-0.813416773910433,0.415979145374292,0.680477643620952,"ENSG00000163481","RNF25"
"ENSG00000152086.8",1.24294709145986,2.324639022265,2.85800297474642,0.813378797295079,0.416000911856068,NA,"ENSG00000152086","TUBA3E"
"ENSG00000185736.15",113.701676041127,0.938526728248946,1.15467436964195,0.81280640925629,0.416329060275022,0.680802400957365,"ENSG00000185736","ADARB2"
"ENSG00000162746.14",34.7048615315177,-0.799990856076895,0.984242708257499,-0.812798356914625,0.416333677748686,0.680802400957365,"ENSG00000162746","FCRLB"
"ENSG00000163331.11",9.28226136940332,2.01288101042702,2.4764966919752,0.812793740831365,0.416336324774049,0.680802400957365,"ENSG00000163331","DAPL1"
"ENSG00000206530.10",246.819144204648,-0.613621450185471,0.754985815295913,-0.81275891249025,0.416356296896504,0.680802400957365,"ENSG00000206530","CFAP44"
"ENSG00000152782.16",209.538978969118,0.345170042327815,0.424713634799063,0.812712411484314,0.416382963526333,0.680802400957365,"ENSG00000152782","PANK1"
"ENSG00000163785.12",881.329337918312,0.344765300495033,0.424264781480539,0.812618241118011,0.416436969881626,0.680802400957365,"ENSG00000163785","RYK"
"ENSG00000228818.1",5.40773954668058,0.89881079452808,1.10608368748294,0.812606500484119,0.416443703381317,0.680802400957365,"ENSG00000228818","RP11-567G24.1"
"ENSG00000197969.11",444.821118980297,0.497213811365751,0.611876829758005,0.812604411842816,0.416444901267625,0.680802400957365,"ENSG00000197969","VPS13A"
"ENSG00000116703.13",1.55882597699269,-1.81837309303405,2.23813171815451,-0.812451330850815,0.416532702454368,NA,"ENSG00000116703","PDC"
"ENSG00000100433.15",13.0056347883276,1.25364582858325,1.54322549325394,0.812354276198413,0.416588374811157,0.680928652023919,"ENSG00000100433","KCNK10"
"ENSG00000106927.11",2.03653516591749,-1.77952016529994,2.19057865425396,-0.812351641354778,0.416589886267757,0.680928652023919,"ENSG00000106927","AMBP"
"ENSG00000164074.14",136.275714366262,0.332599666000443,0.409469617798494,0.812269461623697,0.416637029625416,0.680928652023919,"ENSG00000164074","ABHD18"
"ENSG00000145725.19",997.760049282242,0.334129937216882,0.411370105603693,0.812236797631516,0.416655768578101,0.680928652023919,"ENSG00000145725","PPIP5K2"
"ENSG00000180884.9",179.254685259999,-0.436780576509916,0.537851734345689,-0.81208360709531,0.416743658841647,0.680965196750212,"ENSG00000180884","ZNF792"
"ENSG00000142959.4",17.5706479276459,-0.730012231266634,0.898998074606466,-0.812028692704593,0.416775167629683,0.680965196750212,"ENSG00000142959","BEST4"
"ENSG00000220201.7",35.1708548292876,0.619930273568855,0.763439190933252,0.812023119760244,0.41677836535313,0.680965196750212,"ENSG00000220201","ZGLP1"
"ENSG00000135617.3",187.857838812261,-0.276706278054319,0.340789574469182,-0.811956405900387,0.416816646506085,0.68097315209944,"ENSG00000135617","PRADC1"
