"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GENE","GENENAME"
"ENSG00000196119.7",6.42495503011466,6.18629643513717,1.52415409584894,4.05883922891108,4.93172515048773e-05,0.00194793585837385,"ENSG00000196119","OR8A1"
"ENSG00000165943.4",118.872892291422,2.65361545113098,0.653905590880749,4.05810179349715,4.94732039843044e-05,0.00195031599691317,"ENSG00000165943","MOAP1"
"ENSG00000253552.7",13.9718163365172,6.63897466567249,1.63747791964711,4.05439034384248,5.02652223120656e-05,0.00197771331262975,"ENSG00000253552","HOXA-AS2"
"ENSG00000143376.12",150.459394558005,2.78199178882817,0.686361595246379,4.05324512340982,5.05120271948126e-05,0.00198359465560207,"ENSG00000143376","SNX27"
"ENSG00000117620.14",176.676572993737,2.48364322146115,0.612869336396968,4.05248406791304,5.06766760185127e-05,0.00198488968644943,"ENSG00000117620","SLC35A3"
"ENSG00000267321.2",20.802121452187,8.86511982686373,2.18773386497038,4.05219298782658,5.07397834571489e-05,0.00198488968644943,"ENSG00000267321","RP11-1094M14.11"
"ENSG00000136267.13",85.695486726956,4.42689350584612,1.09392055570813,4.04681444438205,5.19193651947001e-05,0.0020271428774582,"ENSG00000136267","DGKB"
"ENSG00000278834.1",18.2317486659886,9.8101642117512,2.42475767286527,4.04583283580614,5.21374294292655e-05,0.00203176472121962,"ENSG00000278834","RP11-458J1.1"
"ENSG00000171132.13",381.215559437836,-1.41031648826321,0.348828763378603,-4.04300515417221,5.27704601693517e-05,0.00204859952135535,"ENSG00000171132","PRKCE"
"ENSG00000283103.1",15.7315717002684,8.10286120434849,2.00590271851356,4.03950856118933,5.3563312970563e-05,0.0020754256305191,"ENSG00000283103","LLNLR-245B6.1"
"ENSG00000221866.9",256.230384336235,-2.67065912928245,0.661486356797844,-4.03736086441859,5.40558849895068e-05,0.0020905369866625,"ENSG00000221866","PLXNA4"
"ENSG00000277531.2",11.4049565084308,7.98885513507655,1.97922871134175,4.03634763850045,5.42897544164659e-05,0.0020956050847765,"ENSG00000277531","LLNLF-187D8.1"
"ENSG00000223773.7",20.1829789105336,9.95386082270798,2.46663596500623,4.03539920925577,5.45095360639564e-05,0.00210011125618052,"ENSG00000223773","CD99P1"
"ENSG00000223546.6",19.3612771099708,9.89404320444929,2.45293072786294,4.03355997463054,5.49381506396892e-05,0.00210072166540588,"ENSG00000223546","LINC00630"
"ENSG00000264575.1",13.0842513711093,8.18121691937873,2.02838760016271,4.03335975763334,5.49850013640743e-05,0.00210072166540588,"ENSG00000264575","LINC00526"
"ENSG00000279117.1",30.6040045142865,8.10650852690501,2.00986810070298,4.03335349422664,5.49864676099808e-05,0.00210072166540588,"ENSG00000279117","CTD-2562J17.6"
"ENSG00000172320.3",8.78160725284089,8.15624895667861,2.02222173112899,4.03331090311498,5.49964390519068e-05,0.00210072166540588,"ENSG00000172320","OR5A1"
"ENSG00000254615.2",15.2607895229556,7.33794508402977,1.81942066798921,4.03312175855381,5.50407423250449e-05,0.00210072166540588,"ENSG00000254615","RP11-395G23.3"
"ENSG00000152583.12",3187.13267409528,-3.9108929258164,0.969902007461176,-4.032255728652,5.52440244085754e-05,0.00210453918031996,"ENSG00000152583","SPARCL1"
"ENSG00000165588.16",165.755896168725,-3.67914650915343,0.912716052418208,-4.03098696402421,5.55431245927405e-05,0.00211198586254598,"ENSG00000165588","OTX2"
"ENSG00000225342.2",17.5110479024545,9.16707993991856,2.27452637937808,4.03032474058407,5.56998466541383e-05,0.00211400107012661,"ENSG00000225342","AC079630.4"
"ENSG00000254602.1",18.0824617786384,4.07370299717527,1.01134555330566,4.0280030735885,5.62526084677212e-05,0.00213101192041008,"ENSG00000254602","AP000662.4"
"ENSG00000149948.13",1561.0236304461,2.91710187161898,0.724742471156662,4.02501852411574,5.6970830709371e-05,0.00215421614227772,"ENSG00000149948","HMGA2"
"ENSG00000273038.2",18.6396526485609,9.84389277764832,2.44726716659331,4.02240217660886,5.76075827444271e-05,0.00217425952576698,"ENSG00000273038","RP11-479G22.8"
"ENSG00000248008.2",13.0246299141844,7.54663553848266,1.87646011776453,4.02174043937216,5.77696974191881e-05,0.00217528781526583,"ENSG00000248008","NRAV"
"ENSG00000249673.6",46.7677892690421,3.68514430746988,0.916378807655805,4.02142026494139,5.78482898716491e-05,0.00217528781526583,"ENSG00000249673","NOP14-AS1"
"ENSG00000272070.1",19.7191424229666,9.92027320414162,2.467433655019,4.02048224638698,5.80791263818358e-05,0.00217915470448382,"ENSG00000272070","AC005618.6"
"ENSG00000184226.14",1318.20316594227,-1.49667343734378,0.372294384401234,-4.02013433469028,5.81649653716305e-05,0.00217915470448382,"ENSG00000184226","PCDH9"
"ENSG00000215472.10",505.868845786401,4.31895348450605,1.07463922396962,4.01897994059087,5.84506463913181e-05,0.00218531969925809,"ENSG00000215472","RPL17-C18orf32"
"ENSG00000259994.1",23.5034078520317,7.95689624326474,1.98001500573278,4.01860401069031,5.8543965251701e-05,0.00218531969925809,"ENSG00000259994","RP11-305E6.4"
"ENSG00000234665.8",15.9283205689793,4.71416596728094,1.17345743074654,4.01733019346243,5.88612210858441e-05,0.0021931454240413,"ENSG00000234665","RP11-262H14.3"
"ENSG00000224905.6",19.1974642438343,4.65520392041057,1.15981144232138,4.01375926339639,5.97592960939472e-05,0.0022204636119675,"ENSG00000224905","AP001347.6"
"ENSG00000205269.5",170.925604736491,3.77753156292675,0.941194572153347,4.01355009335018,5.98123017992325e-05,0.0022204636119675,"ENSG00000205269","TMEM170B"
"ENSG00000232233.1",19.799042001028,7.86972269450705,1.96195319984318,4.0111673892813,6.04192524264096e-05,0.00223887367470039,"ENSG00000232233","RP11-573D15.2"
"ENSG00000234062.7",15.1149088037644,8.9546892559793,2.23448903401862,4.00748856658058,6.13678314227153e-05,0.00226173195700969,"ENSG00000234062","RP11-308D16.2"
"ENSG00000278903.3",18.783479089976,9.85025110761007,2.45825484647304,4.00700973771805,6.14923287738105e-05,0.00226222951757948,"ENSG00000278903","CH507-145C22.1"
"ENSG00000273329.1",33.1724913549972,7.99544813279962,1.99640829223837,4.00491631089908,6.20394412617733e-05,0.00227681114519461,"ENSG00000273329","RP11-448A19.1"
"ENSG00000223403.3",28.3307153687817,7.89262967653003,1.97087142624046,4.00463955763245,6.21121140635005e-05,0.00227681114519461,"ENSG00000223403","MEG9"
"ENSG00000257354.2",14.4260586815878,7.95071915059136,1.98612225933158,4.00313682263807,6.25081270787576e-05,0.00228450602634233,"ENSG00000257354","RP11-631N16.2"
"ENSG00000101265.15",473.378648535193,4.87761690390488,1.21849255723422,4.00299277574274,6.25462127814641e-05,0.00228450602634233,"ENSG00000101265","RASSF2"
"ENSG00000196911.10",533.818842528027,2.65020480738033,0.662343542507473,4.00125408839541,6.3007654401065e-05,0.00229471087268989,"ENSG00000196911","KPNA5"
"ENSG00000181061.13",257.496089510662,3.48651576362904,0.871408009447561,4.00101413554754,6.30715895523308e-05,0.00229471087268989,"ENSG00000181061","HIGD1A"
"ENSG00000148153.13",205.417595204075,3.01699816327106,0.754123215550684,4.0006700510711,6.31633776350046e-05,0.00229471087268989,"ENSG00000148153","INIP"
"ENSG00000275672.1",18.2059101527175,7.25397960962317,1.81350009167397,3.9999885541375,6.33455473410973e-05,0.00229723416433969,"ENSG00000275672","GATM-AS1"
"ENSG00000108587.15",409.034216639387,2.31682003741484,0.579401121970199,3.99864610123071,6.37058517504037e-05,0.00230619709507101,"ENSG00000108587","GOSR1"
"ENSG00000279080.1",41.4732667156263,7.55140737921962,1.88905320492273,3.99745616457029,6.40268429598656e-05,0.00230777382010085,"ENSG00000279080","CTA-228A9.4"
"ENSG00000247400.3",14.2081957997796,8.86709742975401,2.21831274566636,3.99722602102727,6.40891017210677e-05,0.00230777382010085,"ENSG00000247400","DNAJC3-AS1"
"ENSG00000229689.3",27.3725891986319,7.46987753566221,1.869455170881,3.99575108941604,6.44894647868365e-05,0.00231809485329897,"ENSG00000229689","AC009237.8"
"ENSG00000279453.1",18.7376334652758,9.85200397754769,2.46658087213494,3.99419459091983,6.49145354678516e-05,0.00232238696971164,"ENSG00000279453","RP3-425C14.4"
"ENSG00000215417.12",30.6087803789894,9.054937008999,2.26709791120215,3.99406526037402,6.49499739573327e-05,0.00232238696971164,"ENSG00000215417","MIR17HG"
"ENSG00000233016.6",100.911142967058,3.96162515667609,0.991878597135924,3.9940625476902,6.49507174689973e-05,0.00232238696971164,"ENSG00000233016","SNHG7"
"ENSG00000248866.1",16.2450123463187,8.01452077669711,2.0068548809238,3.9935726558404,6.50851226813616e-05,0.00232311713724839,"ENSG00000248866","USP46-AS1"
"ENSG00000112237.12",471.49739291423,1.54545047740767,0.387048820229429,3.99290837908144,6.52677921165469e-05,0.00232556392119518,"ENSG00000112237","CCNC"
"ENSG00000121957.12",113.441355679673,3.01767282952388,0.755836461646942,3.99249438555593,6.53818814996732e-05,0.00232556392119518,"ENSG00000121957","GPSM2"
"ENSG00000206195.10",56.4563901500985,5.91466661258532,1.48219246740921,3.9904848679496,6.59383561924032e-05,0.00234127114557033,"ENSG00000206195","DUXAP8"
"ENSG00000254703.2",14.0934808182582,8.85536383672301,2.21975340930925,3.98934575326484,6.62557868164217e-05,0.00234673095981318,"ENSG00000254703","SENCR"
"ENSG00000231711.2",14.9338409732747,8.02710752843753,2.01246288284122,3.98869842364733,6.64368183429075e-05,0.00234673095981318,"ENSG00000231711","LINC00899"
"ENSG00000259642.2",19.3782955862612,5.04638120040916,1.2652433725847,3.9884668118041,6.65017042979703e-05,0.00234673095981318,"ENSG00000259642","ST20-AS1"
"ENSG00000247373.3",22.6514137646184,6.73701364454846,1.68920068033057,3.98828494624455,6.65526958820479e-05,0.00234673095981318,"ENSG00000247373","RP11-486O12.2"
"ENSG00000273314.1",14.799027617778,8.92892322471659,2.2402843366687,3.98562052082812,6.73040041111914e-05,0.0023691241930746,"ENSG00000273314","RP5-1136G13.2"
"ENSG00000276248.1",17.1691633051715,9.13840684629175,2.295276709426,3.98139658227835,6.85115290839877e-05,0.00240747150734613,"ENSG00000276248","RP11-230F18.5"
"ENSG00000197182.14",30.3854973011308,7.60878459044084,1.91153237471591,3.98046336597968,6.87810644853149e-05,0.00241278291785749,"ENSG00000197182","MIRLET7BHG"
"ENSG00000187514.16",3795.75370706893,3.24701861470826,0.816061900187083,3.97888764806184,6.92384484205399e-05,0.00242465432518732,"ENSG00000187514","PTMA"
"ENSG00000246263.2",14.6611591964918,8.91770311254297,2.24177115296717,3.97797210510969,6.95055234377772e-05,0.00242641422626815,"ENSG00000246263","UBR5-AS1"
"ENSG00000276997.4",15.0589570470944,7.11764723829397,1.78961880810634,3.97718620638851,6.97355567808497e-05,0.00242953911581282,"ENSG00000276997","RP11-378J18.9"
"ENSG00000280234.1",21.1677406055375,8.23490125517564,2.07136994965159,3.97558208110567,7.02073231945988e-05,0.00244180111609065,"ENSG00000280234","RP11-145P16.2"
"ENSG00000185127.6",245.10691498369,2.86800254430036,0.721983574954851,3.9723930623764,7.11541821317455e-05,0.00246746959662506,"ENSG00000185127","C6orf120"
"ENSG00000279089.1",21.1549433250355,8.88790277400704,2.23748052051776,3.97228163217723,7.11874845599104e-05,0.00246746959662506,"ENSG00000279089","RP11-481C4.2"
"ENSG00000213073.4",25.8588034371493,5.75375263252607,1.4490189656205,3.97079180399975,7.1634158735962e-05,0.00247873648420652,"ENSG00000213073","RP11-288H12.3"
"ENSG00000249846.6",20.9800058474658,8.87588286173992,2.23577970687996,3.96992728506613,7.1894569471293e-05,0.00248353088202444,"ENSG00000249846","RP11-77P16.4"
"ENSG00000280399.1",8.13635050982285,8.63275940724929,2.17506859617975,3.96895961001493,7.21871149684713e-05,0.00248941724225451,"ENSG00000280399","RP11-80P20.3"
"ENSG00000100058.12",74.5023567875464,2.62762454314704,0.662511081602915,3.966159383764,7.30400301088368e-05,0.00251457576629764,"ENSG00000100058","CRYBB2P1"
"ENSG00000254911.3",53.688822185273,6.04774231203171,1.52528515493298,3.96499126243541,7.33986356370622e-05,0.00251527937177811,"ENSG00000254911","SCARNA9"
"ENSG00000237989.1",16.8192150474274,9.69280782187094,2.44478308197122,3.96469032093255,7.34912920931994e-05,0.00251527937177811,"ENSG00000237989","TCONS_00029157"
"ENSG00000182165.17",22.3768263257587,7.88724125419795,1.98947330712998,3.96448709612299,7.35539252588384e-05,0.00251527937177811,"ENSG00000182165","TP53TG1"
"ENSG00000143429.10",52.4986770164884,3.36294555452397,0.848343367315231,3.96413254831797,7.3663316520204e-05,0.00251527937177811,"ENSG00000143429","AC027612.6"
"ENSG00000278999.1",21.7126017425475,6.9132495763921,1.74397040994412,3.96408651028295,7.36775322580606e-05,0.00251527937177811,"ENSG00000278999","AC008985.1"
"ENSG00000278133.1",17.3330902045709,9.73868191451237,2.4576726002296,3.96256275697689,7.414950730802e-05,0.002527159044222,"ENSG00000278133","RP11-196G11.5"
"ENSG00000228203.6",14.5304279434717,6.44394066840737,1.62996416932356,3.95342473760122,7.70405041302151e-05,0.00262112431763214,"ENSG00000228203","RNF144A-AS1"
"ENSG00000151131.10",821.331294181443,3.86338037388227,0.977318225045497,3.95304239179865,7.71637599028155e-05,0.00262112431763214,"ENSG00000151131","C12orf45"
"ENSG00000234171.2",15.2657305342327,7.31314355956416,1.85095139415948,3.95101869375942,7.78192449846473e-05,0.00263615625335286,"ENSG00000234171","RNASEH1-AS1"
"ENSG00000231439.4",9.17767044007953,7.23136974501879,1.83031962568617,3.95087811086975,7.78649754437184e-05,0.00263615625335286,"ENSG00000231439","WASIR2"
"ENSG00000267325.1",11.288048058294,7.98311716117947,2.0215119046884,3.94908243808241,7.84513324597257e-05,0.00265160299645385,"ENSG00000267325","LINC01415"
"ENSG00000126778.8",86.7536212038588,3.84020411369608,0.973047205577685,3.94657534771523,7.92769811807266e-05,0.00267183874132818,"ENSG00000126778","SIX1"
"ENSG00000227214.2",12.5568751434023,8.08248114425219,2.04802860095991,3.94646888254584,7.93122240568937e-05,0.00267183874132818,"ENSG00000227214","HCG15"
"ENSG00000137992.14",177.767659428236,1.72141051166369,0.436308480628372,3.94539778182746,7.96676126428913e-05,0.00267938220012338,"ENSG00000137992","DBT"
"ENSG00000106278.11",338.50049675677,-4.08487288109029,1.03572890256717,-3.94395953513075,8.01471876937014e-05,0.00268992777820113,"ENSG00000106278","PTPRZ1"
"ENSG00000231890.7",8.5598399258215,4.38944214882673,1.11309824491466,3.9434453956607,8.03192856950747e-05,0.00268992777820113,"ENSG00000231890","DARS-AS1"
"ENSG00000153363.12",18.8770412241481,7.88378886902656,1.99930087229218,3.94327286017131,8.0377116771723e-05,0.00268992777820113,"ENSG00000153363","LINC00467"
"ENSG00000260285.1",13.4025388996402,8.78329518355287,2.22868618844699,3.94101925568683,8.11361119607187e-05,0.00271087720962526,"ENSG00000260285","RP11-600F24.7"
"ENSG00000161970.12",74.0336614995,3.67597146051126,0.9329568799215,3.94013007420081,8.14374405779651e-05,0.00271649177810067,"ENSG00000161970","RPL26"
"ENSG00000186765.11",46.1261400743353,-2.53043277169635,0.6424608439816,-3.93865679971124,8.19390379049065e-05,0.00272875740447696,"ENSG00000186765","FSCN2"
"ENSG00000177738.3",12.3892610214225,8.0961634715295,2.05713714403268,3.93564595098327,8.29732200702059e-05,0.00275869037235052,"ENSG00000177738","CTD-2201E18.3"
"ENSG00000228106.5",15.0400486653477,8.9559264914712,2.27667526364538,3.93377423406934,8.36223323516502e-05,0.00277574390172473,"ENSG00000228106","RP11-452F19.3"
"ENSG00000197045.12",536.989357905406,2.78598697181785,0.708771955238176,3.93072405197191,8.46904299966661e-05,0.00280662707928789,"ENSG00000197045","GMFB"
"ENSG00000169084.13",357.7469652206,-1.92087488723901,0.488780195385308,-3.92993600267452,8.49684735828889e-05,0.00281127022742347,"ENSG00000169084","DHRSX"
"ENSG00000229117.8",2587.31563190063,4.13581738269333,1.0532220876909,3.92682363105466,8.60750498150125e-05,0.00284142911332819,"ENSG00000229117","RPL41"
"ENSG00000279191.1",22.6934204197006,8.19041647846219,2.0858855844764,3.92658952121679,8.61588338176156e-05,0.00284142911332819,"ENSG00000279191","RP11-803D5.1"
"ENSG00000282827.2",18.3757843051457,3.95326716487142,1.00743258454958,3.92410095275895,8.70542270048024e-05,0.00286632019480594,"ENSG00000282827","ATRIP"
"ENSG00000261613.2",16.3234171284347,9.65117163731789,2.4598848366147,3.92342417566176,8.72992494547562e-05,0.00286975161796353,"ENSG00000261613","RP11-20I23.13"
"ENSG00000203644.3",16.1194651371486,9.63187920896525,2.45631497303294,3.92127203339573,8.80827552071821e-05,0.00288484186205207,"ENSG00000203644","RP11-332M2.1"
"ENSG00000250132.6",13.7556993535593,7.15396504598269,1.82440780844931,3.92125324878068,8.80896230617183e-05,0.00288484186205207,"ENSG00000250132","RP11-359B12.2"
"ENSG00000228065.10",16.1644603665778,9.63646109679482,2.45765509741574,3.92099815264058,8.8182939014692e-05,0.00288484186205207,"ENSG00000228065","LINC01515"
"ENSG00000172809.12",1301.53620026637,3.41779573548412,0.871764004564834,3.92055156852938,8.83465275024702e-05,0.00288556182216001,"ENSG00000172809","RPL38"
"ENSG00000167772.11",871.372533009347,-2.59602188489381,0.6623988650812,-3.91912187919522,8.8872168060671e-05,0.00289808585159126,"ENSG00000167772","ANGPTL4"
"ENSG00000261326.2",36.8568677165098,7.13550295492876,1.82093341289823,3.91859631131255,8.90661403182396e-05,0.00289977157480198,"ENSG00000261326","LINC01355"
"ENSG00000120088.14",38.5108295789095,-4.64638196476985,1.18597541802983,-3.91777257279796,8.93709637857597e-05,0.00290505520401526,"ENSG00000120088","CRHR1"
"ENSG00000087077.13",2733.78828698706,-1.85999103418699,0.474869818859137,-3.91684407035085,8.97157364359466e-05,0.00291161851003348,"ENSG00000087077","TRIP6"
"ENSG00000152082.13",1536.87896893467,-1.31386928879978,0.335523817087796,-3.91587488543618,9.00769553308168e-05,0.00291869384196721,"ENSG00000152082","MZT2B"
"ENSG00000268912.1",16.3953303491423,9.65444780858973,2.46585325231941,3.91525643284273,9.0308172519721e-05,0.0029191441107811,"ENSG00000268912","CTD-2619J13.17"
"ENSG00000139726.10",660.442756068241,1.19577566896116,0.30542879677853,3.91507179929807,9.03773089594659e-05,0.0029191441107811,"ENSG00000139726","DENR"
"ENSG00000217930.7",257.298111044374,-1.53275348053757,0.391662077062152,-3.91345900025532,9.09833545122738e-05,0.00292771773696142,"ENSG00000217930","PAM16"
"ENSG00000159733.13",158.778443708472,-3.42445706595027,0.875093759350782,-3.91324590006312,9.10637182213704e-05,0.00292771773696142,"ENSG00000159733","ZFYVE28"
"ENSG00000225889.7",11.9921109214112,8.02105173883477,2.04973215655583,3.91321944829736,9.10736983088926e-05,0.00292771773696142,"ENSG00000225889","AC074289.1"
"ENSG00000281398.2",17.3451454508519,8.10759917810656,2.0733591026464,3.91036900831996,9.2155226557909e-05,0.00295781995665629,"ENSG00000281398","SNHG4"
"ENSG00000259342.1",8.80343955930996,6.3568752669217,1.62648061271408,3.90836215152549,9.29239426403079e-05,0.00297718064410494,"ENSG00000259342","RP11-519G16.5"
"ENSG00000235174.1",215.38691652103,11.2404159443779,2.87623361293588,3.90803302409932,9.3050589779444e-05,0.00297718064410494,"ENSG00000235174","RPL39P3"
"ENSG00000278784.1",23.216248450457,5.52761210031608,1.41463181651495,3.90745636835297,9.32728780999585e-05,0.00297961524851921,"ENSG00000278784","RP11-468E2.11"
"ENSG00000159788.18",1061.278486349,-1.45742285915986,0.373198052320374,-3.90522632714259,9.41372394086829e-05,0.00300252124630417,"ENSG00000159788","RGS12"
"ENSG00000186891.13",111.26420945135,-5.88678741264164,1.50825418643151,-3.90304728844786,9.49891347921007e-05,0.00302495868155907,"ENSG00000186891","TNFRSF18"
"ENSG00000225217.1",49.4319606818489,-3.03713747733535,0.778571775385108,-3.90090878369317,9.58322574853849e-05,0.00304704717599006,"ENSG00000225217","HSPA7"
"ENSG00000269982.1",14.7010754299878,6.45272532416692,1.65597586000929,3.89663006568871,9.75404344138774e-05,0.00309384331950257,"ENSG00000269982","RP11-1020A11.2"
"ENSG00000175772.10",12.8142708766398,8.71953143105569,2.23809133443323,3.89596764747933,9.78074451555035e-05,0.00309384331950257,"ENSG00000175772","LINC01106"
"ENSG00000104164.10",964.063164525003,3.11172157356235,0.798720141184811,3.89588469491512,9.78409306549765e-05,0.00309384331950257,"ENSG00000104164","BLOC1S6"
"ENSG00000274422.1",17.415090305573,9.74671613937623,2.50212957709105,3.89536826094661,9.80496433606569e-05,0.00309384331950257,"ENSG00000274422","LL22NC03-2H8.5"
"ENSG00000214293.8",17.7222973087794,8.69541312467613,2.23226315194893,3.89533515216806,9.80630383395643e-05,0.00309384331950257,"ENSG00000214293","APTR"
"ENSG00000173542.8",315.187548017855,2.63471619446081,0.676557096629075,3.89429984193234,9.84827715503152e-05,0.00309780178663172,"ENSG00000173542","MOB1B"
"ENSG00000198668.10",1070.87724844324,1.95948256180419,0.503182877705891,3.89417575323281,9.85331929938763e-05,0.00309780178663172,"ENSG00000198668","CALM1"
"ENSG00000268573.1",15.4357692451873,8.983896608065,2.30717066636318,3.89390205893455,9.86444904334422e-05,0.00309780178663172,"ENSG00000268573","RP11-158H5.7"
"ENSG00000225361.3",15.6716093652943,9.5906472396237,2.46450049195729,3.89151768113743,9.96191280245408e-05,0.00312359607425872,"ENSG00000225361","PPP1R26-AS1"
"ENSG00000212694.8",31.9007548396431,8.54108582418064,2.19508422174147,3.89100597580014,9.982947400858e-05,0.00312538327153436,"ENSG00000212694","LINC01089"
"ENSG00000186063.12",477.371450684778,2.37363019078272,0.610129386034621,3.89037185409069,0.000100090723264081,0.00312875618227796,"ENSG00000186063","AIDA"
"ENSG00000196167.9",33.5991208247634,3.99571187009398,1.02763505707204,3.88825959429474,0.000100965607694408,0.00315127113387401,"ENSG00000196167","COLCA1"
"ENSG00000132872.11",31.1846097476676,4.80252081006686,1.23580576022893,3.88614535117331,0.000101848538811621,0.00317396799620741,"ENSG00000132872","SYT4"
"ENSG00000261578.1",16.7393114688634,9.68925726984463,2.49445988837058,3.88431071392123,0.000102620604418028,0.00319314586052493,"ENSG00000261578","RP11-21L23.2"
"ENSG00000232434.2",7.26196818488213,7.88400772085355,2.03029266360508,3.88318780941381,0.000103095875062765,0.00320304425252165,"ENSG00000232434","C9orf172"
"ENSG00000278936.1",43.4991435259518,-6.63612676429837,1.70963615229411,-3.88160179895211,0.000103770696212224,0.00321910283029124,"ENSG00000278936","CH17-140K24.7"
"ENSG00000229619.3",12.6127343457923,8.69338957048789,2.24122714306674,3.87885252834858,0.000104950351862152,0.00324111777827921,"ENSG00000229619","MBNL1-AS1"
"ENSG00000232611.1",12.6127343457923,8.69338957048789,2.24122714306674,3.87885252834858,0.000104950351862152,0.00324111777827921,"ENSG00000232611","RP11-1114A5.4"
"ENSG00000223891.5",16.7884098308767,7.90354308353941,2.0376068799771,3.87883608030821,0.000104957447311922,0.00324111777827921,"ENSG00000223891","OSER1-AS1"
"ENSG00000263874.2",21.7776815076428,8.25538015608215,2.12951572115266,3.87664672962061,0.000105905953029187,0.003265460255201,"ENSG00000263874","LINC00672"
"ENSG00000232995.7",10.468252868025,7.38937337763824,1.90813045190126,3.87257242830304,0.000107692658133529,0.00331392915792508,"ENSG00000232995","RGS5"
"ENSG00000228716.6",498.194704407205,2.72338217551625,0.703294225183043,3.87232267520389,0.000107803102482917,0.00331392915792508,"ENSG00000228716","DHFR"
"ENSG00000227827.3",192.327311201536,-4.03851836639544,1.04336143452619,-3.87068012364231,0.000108532128994204,0.00333131524251638,"ENSG00000227827","RP11-958N24.2"
"ENSG00000181638.17",122.548693349836,3.33304935837977,0.861341663751934,3.86960192295968,0.000109013201370583,0.00334104970997571,"ENSG00000181638","ZFP41"
"ENSG00000259877.2",12.4828562823625,8.68032993374654,2.24380596413969,3.86857423167369,0.000109473609512687,0.0033501225757929,"ENSG00000259877","RP11-46C24.7"
"ENSG00000184068.2",15.1965257820553,8.97179261985984,2.32002786327794,3.86710554725136,0.000110134768809207,0.00336530243343394,"ENSG00000184068","RP5-821D11.7"
"ENSG00000172179.11",15.7923150705211,4.86843192305864,1.25913383274927,3.8664928194556,0.000110411713265456,0.00336871426356774,"ENSG00000172179","PRL"
"ENSG00000279561.2",20.773009304924,6.66096284653661,1.7236861414049,3.86437106299849,0.00011137580267371,0.00339304967756785,"ENSG00000279561","RP11-4L24.4"
"ENSG00000279738.1",87.596571852567,3.65526661958097,0.946113030102792,3.86345658846263,0.000111793768221656,0.00340069968675458,"ENSG00000279738","RP5-1014D13.2"
"ENSG00000255730.5",55.9500761968538,3.01216068136148,0.779822159038717,3.86262514657772,0.00011217506703687,0.0034072131762719,"ENSG00000255730","CTC-435M10.3"
"ENSG00000242193.10",13.1716689170758,8.76303871152718,2.26914256212289,3.86182818911516,0.000112541702542969,0.00340906594485212,"ENSG00000242193","RP11-568K15.1"
"ENSG00000169550.12",40.334825124885,6.4170767793569,1.66169510074265,3.86176548061612,0.000112570599130832,0.00340906594485212,"ENSG00000169550","MUC15"
"ENSG00000205916.11",1391.89072269713,-11.5287104125579,2.98725045232972,-3.85930493493331,0.000113709979451333,0.00343846155964038,"ENSG00000205916","DAZ4"
"ENSG00000232931.5",41.6715598296734,7.11550065981103,1.84477472490643,3.85711087849599,0.000114735125071348,0.00346432086530242,"ENSG00000232931","LINC00342"
"ENSG00000279789.1",15.4350012704151,7.93709365441955,2.05940383519745,3.85407345502906,0.000116168717369064,0.00350241808979125,"ENSG00000279789","CTD-2574D22.3"
"ENSG00000272568.5",22.571669988473,8.9895139666014,2.33280916604554,3.85351450836417,0.000116434360590834,0.00350524180679733,"ENSG00000272568","CTB-113D17.1"
"ENSG00000279133.1",34.2041342249179,7.35931464220248,1.91091741279319,3.85119450633157,0.000117543093086414,0.00353340085574365,"ENSG00000279133","RP11-342K2.1"
"ENSG00000048740.18",1251.1143882984,2.9518549306558,0.766627194262932,3.85044380468898,0.00011790398137462,0.00353536931885664,"ENSG00000048740","CELF2"
"ENSG00000270194.1",9.48394363141041,4.23984964608339,1.10118846231927,3.85024888215193,0.000117997858119745,0.00353536931885664,"ENSG00000270194","RP11-259K5.2"
"ENSG00000224597.9",66.577100782619,3.85388748682445,1.00101574459063,3.8499768936207,0.000118128968457945,0.00353536931885664,"ENSG00000224597","SVIL-AS1"
"ENSG00000261455.1",12.29193808908,8.65976665073656,2.24958620892652,3.84949312739116,0.000118362504408424,0.00353716451957197,"ENSG00000261455","LINC01003"
"ENSG00000228486.10",12.7129086311226,8.70122448435678,2.26130623220343,3.847875338794,0.000119146650780318,0.00355538490417812,"ENSG00000228486","LINC01125"
"ENSG00000167080.8",38.1384942030845,5.31719339319573,1.38221110663987,3.84687503063243,0.000119633950799346,0.00356470694625945,"ENSG00000167080","B4GALNT2"
"ENSG00000280164.1",14.5868013890802,8.89997383759069,2.31380432604664,3.84646780084346,0.000119832870484193,0.00356542150852311,"ENSG00000280164","CH507-254M2.3"
"ENSG00000272145.1",11.0900017331303,5.82805929964456,1.51551330816593,3.84560087215445,0.000120257378556919,0.00357283619878801,"ENSG00000272145","NFYC-AS1"
"ENSG00000280077.1",19.7857696682947,8.66208404325916,2.2527634662272,3.84509255992415,0.000120506942277784,0.00357503928757426,"ENSG00000280077","RP11-87H9.4"
"ENSG00000205562.2",14.9638690971591,9.52481465899407,2.47905903009397,3.84210885798594,0.000121981710177212,0.00361353086500257,"ENSG00000205562","RP11-497E19.1"
"ENSG00000261167.1",17.0863861115032,8.57894522305683,2.23311759555601,3.84168986000973,0.000122190167591952,0.00361445254817356,"ENSG00000261167","RP11-517B11.7"
